Click here to return to Index,,,,,,,,,
,,,,,,,,,
Asthma Prevalence: Lifetime and current asthma prevalence (and associated 95% confidence intervals) for California and each county  ,,,,,,,,,
,,,,,,,,,
County,Year,Asthma measure,Comparison,Group,County prevalence,County 95% confidence interval,California prevalence,California 95% confidence interval,Comment
Modoc,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,10.00%,(2.4 17.6),8.30%,(7.7 8.9),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis."
Mono,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,10.10%,(4.7 15.6),8.30%,(7.7 8.9),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis."
Monterey,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,8.50%,(3.0 14.0),8.30%,(7.7 8.9),None
Napa,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,9.60%,(3.3 15.8),8.30%,(7.7 8.9),None
Nevada,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,7.20%,(2.3 12.2),8.30%,(7.7 8.9),None
Orange,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,6.40%,(3.6 9.1),8.30%,(7.7 8.9),None
Placer,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,8.50%,(4.1 12.9),8.30%,(7.7 8.9),None
Plumas,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,10.00%,(2.4 17.6),8.30%,(7.7 8.9),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis."
Riverside,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,8.50%,(5.7 11.2),8.30%,(7.7 8.9),None
Sacramento,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,10.40%,(7.1 13.7),8.30%,(7.7 8.9),None
San Benito,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,6.50%,(1.0 12.0),8.30%,(7.7 8.9),None
San Bernardino,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,10.20%,(7.0 13.4),8.30%,(7.7 8.9),None
San Diego,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,7.30%,(5.5 9.1),8.30%,(7.7 8.9),None
San Francisco,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,9.10%,(4.5 13.7),8.30%,(7.7 8.9),None
San Joaquin,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,8.50%,(3.3 13.8),8.30%,(7.7 8.9),None
San Luis Obispo,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,6.90%,(2.5 11.4),8.30%,(7.7 8.9),None
San Mateo,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,10.90%,(6.3 15.6),8.30%,(7.7 8.9),None
Santa Barbara,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,3.70%,(1.4 6.1),8.30%,(7.7 8.9),None
Santa Clara,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,6.20%,(3.9 8.6),8.30%,(7.7 8.9),None
Santa Cruz,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,10.40%,(6.1 14.6),8.30%,(7.7 8.9),None
Shasta,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,9.00%,(3.8 14.2),8.30%,(7.7 8.9),None
Sierra,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,10.00%,(2.4 17.6),8.30%,(7.7 8.9),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis."
Siskiyou,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,10.00%,(2.4 17.6),8.30%,(7.7 8.9),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis."
Solano,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,16.40%,(7.4 25.4),8.30%,(7.7 8.9),None
Sonoma,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,8.60%,(3.5 13.6),8.30%,(7.7 8.9),None
Stanislaus,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,12.90%,(7.8 18.0),8.30%,(7.7 8.9),None
Sutter,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,7.90%,(4.1 11.8),8.30%,(7.7 8.9),None
Tehama,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,8.10%,(2.6 13.7),8.30%,(7.7 8.9),"Colusa, Glenn, and Tehama counties combined for analysis."
Trinity,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,10.00%,(2.4 17.6),8.30%,(7.7 8.9),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis."
Tulare,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,12.50%,(6.2 18.8),8.30%,(7.7 8.9),None
Tuolumne,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,10.10%,(4.7 15.6),8.30%,(7.7 8.9),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis."
Ventura,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,7.50%,(3.7 11.3),8.30%,(7.7 8.9),None
Yolo,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,7.80%,(0.5 15.1),8.30%,(7.7 8.9),None
Yuba,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,15.30%,(8.6 22.0),8.30%,(7.7 8.9),None
Alameda,2015 2016,Current asthma prevalence,Age group,0 4 years,Not available,Not available,4.50%,(2.3 6.6),County prevalence not available due to small number of survey responses.
Alpine,2015 2016,Current asthma prevalence,Age group,0 4 years,Not available,Not available,4.50%,(2.3 6.6),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis. County prevalence not available due to small number of survey responses."
Amador,2015 2016,Current asthma prevalence,Age group,0 4 years,Not available,Not available,4.50%,(2.3 6.6),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis. County prevalence not available due to small number of survey responses."
Butte,2015 2016,Current asthma prevalence,Age group,0 4 years,Not available,Not available,4.50%,(2.3 6.6),County prevalence not available due to small number of survey responses.
Calaveras,2015 2016,Current asthma prevalence,Age group,0 4 years,Not available,Not available,4.50%,(2.3 6.6),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis. County prevalence not available due to small number of survey responses."
Colusa,2015 2016,Current asthma prevalence,Age group,0 4 years,Not available,Not available,4.50%,(2.3 6.6),"Colusa, Glenn, and Tehama counties combined for analysis. County prevalence not available due to small number of survey responses."
Contra Costa,2015 2016,Current asthma prevalence,Age group,0 4 years,Not available,Not available,4.50%,(2.3 6.6),County prevalence not available due to small number of survey responses.
Del Norte,2015 2016,Current asthma prevalence,Age group,0 4 years,Not available,Not available,4.50%,(2.3 6.6),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis. County prevalence not available due to small number of survey responses."
El Dorado,2015 2016,Current asthma prevalence,Age group,0 4 years,Not available,Not available,4.50%,(2.3 6.6),County prevalence not available due to small number of survey responses.
Fresno,2015 2016,Current asthma prevalence,Age group,0 4 years,Not available,Not available,4.50%,(2.3 6.6),County prevalence not available due to small number of survey responses.
Glenn,2015 2016,Current asthma prevalence,Age group,0 4 years,Not available,Not available,4.50%,(2.3 6.6),"Colusa, Glenn, and Tehama counties combined for analysis. County prevalence not available due to small number of survey responses."
Humboldt,2015 2016,Current asthma prevalence,Age group,0 4 years,Not available,Not available,4.50%,(2.3 6.6),County prevalence not available due to small number of survey responses.
Imperial,2015 2016,Current asthma prevalence,Age group,0 4 years,Not available,Not available,4.50%,(2.3 6.6),County prevalence not available due to small number of survey responses.
Inyo,2015 2016,Current asthma prevalence,Age group,0 4 years,Not available,Not available,4.50%,(2.3 6.6),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis. County prevalence not available due to small number of survey responses."
Kern,2015 2016,Current asthma prevalence,Age group,0 4 years,Not available,Not available,4.50%,(2.3 6.6),County prevalence not available due to small number of survey responses.
Kings,2015 2016,Current asthma prevalence,Age group,0 4 years,Not available,Not available,4.50%,(2.3 6.6),County prevalence not available due to small number of survey responses.
Lake,2015 2016,Current asthma prevalence,Age group,0 4 years,Not available,Not available,4.50%,(2.3 6.6),County prevalence not available due to small number of survey responses.
Lassen,2015 2016,Current asthma prevalence,Age group,0 4 years,Not available,Not available,4.50%,(2.3 6.6),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis. County prevalence not available due to small number of survey responses."
Los Angeles,2015 2016,Current asthma prevalence,Age group,0 4 years,Not available,Not available,4.50%,(2.3 6.6),County prevalence not available due to small number of survey responses.
Madera,2015 2016,Current asthma prevalence,Age group,0 4 years,Not available,Not available,4.50%,(2.3 6.6),County prevalence not available due to small number of survey responses.
Marin,2015 2016,Current asthma prevalence,Age group,0 4 years,Not available,Not available,4.50%,(2.3 6.6),County prevalence not available due to small number of survey responses.
Mariposa,2015 2016,Current asthma prevalence,Age group,0 4 years,Not available,Not available,4.50%,(2.3 6.6),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis. County prevalence not available due to small number of survey responses."
Mendocino,2015 2016,Current asthma prevalence,Age group,0 4 years,Not available,Not available,4.50%,(2.3 6.6),County prevalence not available due to small number of survey responses.
Merced,2015 2016,Current asthma prevalence,Age group,0 4 years,Not available,Not available,4.50%,(2.3 6.6),County prevalence not available due to small number of survey responses.
Modoc,2015 2016,Current asthma prevalence,Age group,0 4 years,Not available,Not available,4.50%,(2.3 6.6),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis. County prevalence not available due to small number of survey responses."
Mono,2015 2016,Current asthma prevalence,Age group,0 4 years,Not available,Not available,4.50%,(2.3 6.6),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis. County prevalence not available due to small number of survey responses."
Monterey,2015 2016,Current asthma prevalence,Age group,0 4 years,Not available,Not available,4.50%,(2.3 6.6),County prevalence not available due to small number of survey responses.
Napa,2015 2016,Current asthma prevalence,Age group,0 4 years,Not available,Not available,4.50%,(2.3 6.6),County prevalence not available due to small number of survey responses.
Nevada,2015 2016,Current asthma prevalence,Age group,0 4 years,Not available,Not available,4.50%,(2.3 6.6),County prevalence not available due to small number of survey responses.
Orange,2015 2016,Current asthma prevalence,Age group,0 4 years,Not available,Not available,4.50%,(2.3 6.6),County prevalence not available due to small number of survey responses.
Placer,2015 2016,Current asthma prevalence,Age group,0 4 years,Not available,Not available,4.50%,(2.3 6.6),County prevalence not available due to small number of survey responses.
Plumas,2015 2016,Current asthma prevalence,Age group,0 4 years,Not available,Not available,4.50%,(2.3 6.6),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis. County prevalence not available due to small number of survey responses."
Riverside,2015 2016,Current asthma prevalence,Age group,0 4 years,Not available,Not available,4.50%,(2.3 6.6),County prevalence not available due to small number of survey responses.
Sacramento,2015 2016,Current asthma prevalence,Age group,0 4 years,Not available,Not available,4.50%,(2.3 6.6),County prevalence not available due to small number of survey responses.
San Benito,2015 2016,Current asthma prevalence,Age group,0 4 years,Not available,Not available,4.50%,(2.3 6.6),County prevalence not available due to small number of survey responses.
San Bernardino,2015 2016,Current asthma prevalence,Age group,0 4 years,Not available,Not available,4.50%,(2.3 6.6),County prevalence not available due to small number of survey responses.
San Diego,2015 2016,Current asthma prevalence,Age group,0 4 years,Not available,Not available,4.50%,(2.3 6.6),County prevalence not available due to small number of survey responses.
San Francisco,2015 2016,Current asthma prevalence,Age group,0 4 years,Not available,Not available,4.50%,(2.3 6.6),County prevalence not available due to small number of survey responses.
San Joaquin,2015 2016,Current asthma prevalence,Age group,0 4 years,Not available,Not available,4.50%,(2.3 6.6),County prevalence not available due to small number of survey responses.
San Luis Obispo,2015 2016,Current asthma prevalence,Age group,0 4 years,Not available,Not available,4.50%,(2.3 6.6),County prevalence not available due to small number of survey responses.
San Mateo,2015 2016,Current asthma prevalence,Age group,0 4 years,Not available,Not available,4.50%,(2.3 6.6),County prevalence not available due to small number of survey responses.
Santa Barbara,2015 2016,Current asthma prevalence,Age group,0 4 years,Not available,Not available,4.50%,(2.3 6.6),County prevalence not available due to small number of survey responses.
Santa Clara,2015 2016,Current asthma prevalence,Age group,0 4 years,Not available,Not available,4.50%,(2.3 6.6),County prevalence not available due to small number of survey responses.
Santa Cruz,2015 2016,Current asthma prevalence,Age group,0 4 years,Not available,Not available,4.50%,(2.3 6.6),County prevalence not available due to small number of survey responses.
Shasta,2015 2016,Current asthma prevalence,Age group,0 4 years,Not available,Not available,4.50%,(2.3 6.6),County prevalence not available due to small number of survey responses.
Sierra,2015 2016,Current asthma prevalence,Age group,0 4 years,Not available,Not available,4.50%,(2.3 6.6),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis. County prevalence not available due to small number of survey responses."
Siskiyou,2015 2016,Current asthma prevalence,Age group,0 4 years,Not available,Not available,4.50%,(2.3 6.6),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis. County prevalence not available due to small number of survey responses."
Solano,2015 2016,Current asthma prevalence,Age group,0 4 years,Not available,Not available,4.50%,(2.3 6.6),County prevalence not available due to small number of survey responses.
Sonoma,2015 2016,Current asthma prevalence,Age group,0 4 years,Not available,Not available,4.50%,(2.3 6.6),County prevalence not available due to small number of survey responses.
Stanislaus,2015 2016,Current asthma prevalence,Age group,0 4 years,Not available,Not available,4.50%,(2.3 6.6),County prevalence not available due to small number of survey responses.
Sutter,2015 2016,Current asthma prevalence,Age group,0 4 years,Not available,Not available,4.50%,(2.3 6.6),County prevalence not available due to small number of survey responses.
Tehama,2015 2016,Current asthma prevalence,Age group,0 4 years,Not available,Not available,4.50%,(2.3 6.6),"Colusa, Glenn, and Tehama counties combined for analysis. County prevalence not available due to small number of survey responses."
Trinity,2015 2016,Current asthma prevalence,Age group,0 4 years,Not available,Not available,4.50%,(2.3 6.6),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis. County prevalence not available due to small number of survey responses."
Tulare,2015 2016,Current asthma prevalence,Age group,0 4 years,Not available,Not available,4.50%,(2.3 6.6),County prevalence not available due to small number of survey responses.
Tuolumne,2015 2016,Current asthma prevalence,Age group,0 4 years,Not available,Not available,4.50%,(2.3 6.6),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis. County prevalence not available due to small number of survey responses."
Ventura,2015 2016,Current asthma prevalence,Age group,0 4 years,Not available,Not available,4.50%,(2.3 6.6),County prevalence not available due to small number of survey responses.
Yolo,2015 2016,Current asthma prevalence,Age group,0 4 years,Not available,Not available,4.50%,(2.3 6.6),County prevalence not available due to small number of survey responses.
Yuba,2015 2016,Current asthma prevalence,Age group,0 4 years,Not available,Not available,4.50%,(2.3 6.6),County prevalence not available due to small number of survey responses.
Alameda,2015 2016,Current asthma prevalence,Age group,5 17 years,19.40%,(2.9 35.9),12.30%,(9.7 14.9),None
Alpine,2015 2016,Current asthma prevalence,Age group,5 17 years,Not available,Not available,12.30%,(9.7 14.9),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis. County prevalence not available due to small number of survey responses."
Amador,2015 2016,Current asthma prevalence,Age group,5 17 years,Not available,Not available,12.30%,(9.7 14.9),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis. County prevalence not available due to small number of survey responses."
